Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
"Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners.",Fearful,2023-01-07 03:30:00,Night Prisoner,Twitter, #Fearful #LurkingMonsters ,18,36,INDIA,2023,1,7,3
"Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt.",Apprehensive,2021-06-10 10:00:00,Wind Whisperer,Instagram, #Apprehensive #StormOfDoubt ,14,28,CANADA,2021,6,10,10
"Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience.",Overwhelmed,2020-02-22 15:20:00,Maze Explorer,Facebook, #Overwhelmed #MinotaurOfPressure ,22,44,USA,2020,2,22,15
"Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence.",Jealous,2018-03-17 14:45:00,Wounded Garden,Twitter, #Jealous #BloomingAchievements ,16,32,UK,2018,3,17,14
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole.",Devastated,2022-10-28 11:15:00,Ruined Heart,Instagram, #Devastated #EchoesOfShatteredDreams ,25,50,AUSTRALIA,2022,10,28,11
"Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication.",Frustrated,2020-11-01 12:30:00,Knot Untangler,Facebook, #Frustrated #LabyrinthOfMiscommunication ,14,28,INDIA,2020,11,1,12
"Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive.",Envious,2021-01-15 22:10:00,Elusive Keys,Twitter, #Envious #DesireForKeys ,20,40,USA,2021,1,15,22
"Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference.",Dismissive,2018-08-18 14:00:00,Indifferent Fort,Instagram, #Dismissive #IndifferencePerformance ,12,24,AUSTRALIA,2018,8,18,14
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,2022-01-07 11:10:00,Dream Mosaic,Twitter, #Frustrated #MosaicOfDisappointment ,15,30,CANADA,2022,1,7,11
Awe-struck by the breathtaking sunrise over the mountains.,Awe,2022-04-03 06:15:00,Nature Admirer,Instagram, #Awe #BreathtakingSunrise                   ,28,55,USA,2022,4,3,6
Navigating through the challenges with determination.,Determination,2023-10-12 10:30:00,Goal Pursuer,Twitter, #Determination #Challenges                  ,15,30,CANADA,2023,10,12,10
Nostalgia hits while flipping through an old photo album.,Nostalgia,2019-06-28 19:00:00,Memory Lane,Facebook, #Nostalgia #OldMemories                     ,22,45,UK,2019,6,28,19
Thrilled to witness the grandeur of a cultural festival.,Thrill,2020-09-15 14:45:00,Culture Enthusiast,Instagram, #Thrill #CulturalCelebration              ,40,80,INDIA,2020,9,15,14
Calmness found in the rhythm of raindrops on the windowpane.,Calmness,2017-11-08 21:20:00,Rain Watcher,Twitter, #Calmness #RainyDays                        ,18,35,AUSTRALIA,2017,11,8,21
Overwhelmed by the support received during a personal challenge.,Overwhelmed,2021-05-20 17:30:00,Personal Journey,Facebook, #Overwhelmed #SupportiveCommunity          ,25,50,USA,2021,5,20,17
Excitement builds as the countdown to a long-awaited vacation begins.,Excitement,2023-01-10 12:00:00,Vacation Dreamer,Instagram, #Excitement #VacationCountdown        ,30,60,FRANCE,2023,1,10,12
"Reflecting on life's journey, grateful for the lessons learned.",Gratitude,2018-12-05 08:45:00,Life Learner,Twitter, #Gratitude #LifeLessons                    ,35,70,BRAZIL,2018,12,5,8
Bittersweet emotions arise while bidding farewell to a dear friend.,Bittersweet,2020-03-15 18:30:00,Farewell Sender,Instagram, #Bittersweet #Farewell                     ,20,40,JAPAN,2020,3,15,18
Curiosity sparked by exploring a mysterious ancient ruin.,Curiosity,2016-08-22 15:10:00,History Explorer,Facebook, #Curiosity #AncientDiscovery          ,18,35,GREECE,2016,8,22,15
Admiration for the intricate details of a handcrafted masterpiece.,Admiration,2019-08-20 16:00:00,Craft Enthusiast,Instagram, #Admiration #HandcraftedArt               ,25,50,USA,2019,8,20,16
Overjoyed by the warmth of a cozy fireplace on a winter evening.,Overjoyed,2021-12-08 19:30:00,Winter Lover,Twitter, #Overjoyed #WinterWarmth                  ,18,35,CANADA,2021,12,8,19
Inspiration strikes while observing the colors of a vibrant sunset.,Inspiration,2020-06-10 20:45:00,Sunset Watcher,Instagram, #Inspiration #ColorfulSunset             ,30,60,UK,2020,6,10,20
Motivated to achieve fitness goals after an invigorating workout.,Motivation,2022-02-28 07:15:00,Fitness Junkie,Facebook, #Motivation #FitnessGoals                 ,40,80,AUSTRALIA,2022,2,28,7
Gratitude for the simple joys found in a cup of morning coffee.,Gratitude,2017-04-15 08:00:00,Coffee Lover,Twitter, #Gratitude #MorningCoffee                 ,22,45,INDIA,2017,4,15,8
Feeling empowered after conquering a challenging hiking trail.,Empowerment,2018-09-05 14:20:00,Hiking Explorer,Instagram, #Empowerment #HikingAdventure             ,35,70,USA,2018,9,5,14
Amused by the antics of playful kittens during playtime.,Amusement,2022-10-22 12:45:00,Kitty Observer,Facebook, #Amusement #PlayfulKittens               ,15,30,CANADA,2022,10,22,12
Contemplating life's mysteries under the starry night sky.,Contemplation,2016-07-02 23:30:00,Stargazer,Twitter, #Contemplation #StarryNight               ,28,55,UK,2016,7,2,23
Joyful reunion with long-lost friends after years of separation.,Joyfulreunion,2020-11-18 17:10:00,Friendship Renewal,Instagram, #JoyfulReunion #Friendship               ,20,40,INDIA,2020,11,18,17
Excitement builds while preparing for a surprise celebration.,Excitement,2023-03-05 15:00:00,Celebration Planner,Facebook, #Excitement #SurpriseCelebration         ,30,60,AUSTRALIA,2023,3,5,15
Satisfaction derived from successfully completing a DIY project.,Satisfaction,2015-12-01 11:30:00,DIYEnthusiast,Twitter, #Satisfaction #DIYProject                 ,25,50,USA,2015,12,1,11
Feeling blessed for the supportive community in times of need.,Blessed,2021-09-10 09:45:00,Community Helper,Instagram, #Blessed #SupportiveCommunity            ,18,35,UK,2021,9,10,9
Captivated by the serenity of a tranquil garden in full bloom.,Serenity,2018-05-12 14:20:00,Garden Enthusiast,Facebook, #Serenity #TranquilGarden                ,22,45,CANADA,2018,5,12,14
Anticipation for an upcoming adventure in an exotic destination.,Anticipation,2022-07-25 10:00:00,Wanderlust,Twitter, #Anticipation #AdventureAwaits           ,40,80,INDIA,2022,7,25,10
Reflecting on personal growth achieved through life experiences.,Reflection,2019-03-08 18:30:00,Growth Seeker,Instagram, #Reflection #PersonalGrowth              ,35,70,USA,2019,3,8,18
Nostalgic memories flood in while revisiting childhood favorites.,Nostalgia,2017-01-28 21:15:00,Childhood Memories,Facebook, #Nostalgia #ChildhoodFavorites           ,20,40,AUSTRALIA,2017,1,28,21
Appreciation for the vibrant culture experienced during travel.,Appreciation,2016-11-14 13:45:00,Culture Explorer,Twitter, #Appreciation #CulturalExperience        ,28,55,UK,2016,11,14,13
Confidence soars after overcoming public speaking anxiety.,Confidence,2020-04-02 17:30:00,Public Speaker,Instagram, #Confidence #OvercomingAnxiety          ,15,30,USA,2020,4,2,17
Contentment in the midst of a family gathering filled with laughter.,Contentment,2023-01-15 19:00:00,Family Celebration,Facebook, #Contentment #FamilyLaughter             ,25,50,CANADA,2023,1,15,19
Enthusiasm for learning new skills and expanding knowledge.,Enthusiasm,2018-08-07 12:15:00,Lifelong Learner,Twitter, #Enthusiasm #SkillBuilding               ,30,60,INDIA,2018,8,7,12
Surprise and delight at discovering a hidden gem in the city.,Surprise,2019-10-18 16:45:00,City Explorer,Instagram, #Surprise #HiddenGem                      ,18,35,UK,2019,10,18,16
A sense of accomplishment after completing a challenging workout.,Accomplishment,2022-06-30 07:00:00,Fitness Achiever,Facebook, #Accomplishment #FitnessSuccess         ,22,45,AUSTRALIA,2022,6,30,7
Wonderment at the beauty of a double rainbow after the rain.,Wonderment,2017-06-12 18:20:00,Rainbow Chaser,Twitter, #Wonderment #DoubleRainbow               ,35,70,USA,2017,6,12,18
Optimism for a bright future amidst challenging times.,Optimism,2021-07-05 09:30:00,Future Optimist,Instagram, #Optimism #BrightFuture                  ,20,40,CANADA,2021,7,5,9
Pride in achieving a personal milestone in career progression.,Pride,2016-04-15 14:50:00,Career Achiever,Facebook, #Pride #CareerMilestone                  ,28,55,UK,2016,4,15,14
Happiness blooms like flowers in a garden on a sunny day.,Happiness,2020-02-10 11:15:00,Sunny Day Enthusiast,Twitter, #Happiness #SunnyDay                      ,15,30,INDIA,2020,2,10,11
Elation over discovering a rare book in a quaint bookstore.,Elation,2018-09-22 16:30:00,Bookworm,Instagram, #Elation #RareBookDiscovery              ,40,80,USA,2018,9,22,16
Curiosity piqued by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,Archaeology Enthusiast,Facebook, #Curiosity #AncientMysteries            ,18,35,AUSTRALIA,2015,11,8,10
Mesmerized by the cosmic dance of fireflies on a moonlit night.,Enchantment,2022-08-10 22:00:00,Night Sky Observer,Instagram, #Enchantment #CosmicFireflies             ,25,50,BRAZIL,2022,8,10,22
Intrigued by the symphony of colors in an abstract art exhibition.,Intrigue,2019-04-05 17:30:00,Art Connoisseur,Twitter, #Intrigue #AbstractArt                   ,18,35,FRANCE,2019,4,5,17
Giggles and joy echo in the air during a children's playdate.,Playfuljoy,2020-12-15 15:45:00,Playful Parent,Facebook, #PlayfulJoy #ChildrensPlaydate           ,22,45,JAPAN,2020,12,15,15
Enveloped in serenity while practicing mindfulness by the lake.,Mindfulness,2017-10-20 08:15:00,Zen Seeker,Instagram, #Mindfulness #LakeTranquility            ,35,70,CANADA,2017,10,20,8
Chasing dreams like a kite soaring high in the vast open sky.,Dreamchaser,2021-02-28 13:00:00,Sky Dreamer,Twitter, #DreamChaser #SkyHighDreams              ,30,60,AUSTRALIA,2021,2,28,13
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Elegance,2018-06-12 20:30:00,Dance Enthusiast,Facebook, #Elegance #BallroomDance                ,28,55,UK,2018,6,12,20
Whimsical delight in a world of fairy tales and magical creatures.,Whimsy,2016-03-08 14:20:00,Fairy Tale Explorer,Instagram, #Whimsy #MagicalWorld                    ,20,40,USA,2016,3,8,14
Pensive contemplation amid the ancient ruins of a forgotten civilization.,Pensive,2023-04-18 17:10:00,Ruins Explorer,Twitter, #Pensive #AncientCivilization           ,18,35,GREECE,2023,4,18,17
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Thrill,2020-07-25 12:45:00,Rollercoaster Fan,Facebook, #Thrill #RollercoasterAdventure        ,22,45,GERMANY,2020,7,25,12
Harmony resonates as musicians play a melody of unity and togetherness.,Harmony,2019-11-30 19:30:00,Music Harmonist,Instagram, #Harmony #MusicalUnity                   ,35,70,SWEDEN,2019,11,30,19
A burst of creativity in the quiet solitude of an artist's studio.,Creativity,2015-09-01 16:00:00,Studio Artist,Twitter, #Creativity #ArtistsHaven               ,15,30,ITALY,2015,9,1,16
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Radiance,2022-05-05 10:15:00,Spring Enthusiast,Facebook, #Radiance #SpringBlooms                 ,25,50,NETHERLANDS,2022,5,5,10
A sense of wonder at the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,Cosmos Explorer,Instagram, #Wonder #StargazingAdventure            ,40,80,SOUTH AFRICA,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Rejuvenation,2021-09-20 14:30:00,Sea Breeze Lover,Twitter, #Rejuvenation #SeasideEscape            ,18,35,SPAIN,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest.,Inspiration,2016-11-15 11:45:00,Forest Dreamer,Facebook, #Inspiration #ForestWhispers            ,28,55,PORTUGAL,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Coziness,2020-01-12 18:00:00,Winter Warmth,Instagram, #Coziness #WarmWinterEvening           ,30,60,SWITZERLAND,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion.,Gratitude,2017-12-28 19:15:00,Family Gatherer,Facebook, #Gratitude #FamilyLaughter              ,22,45,AUSTRIA,2017,12,28,19
"Embarking on a culinary adventure, savoring exotic flavors around the world.",Adventure,2019-03-02 20:20:00,Culinary Explorer,Twitter, #Adventure #CulinaryJourney             ,35,70,BELGIUM,2019,3,2,20
Euphoria floods in as the final puzzle piece clicks into place.,Euphoria,2022-06-08 15:30:00,Puzzle Solver,Instagram, #Euphoria #PuzzleCompletion            ,20,40,DENMARK,2022,6,8,15
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,Cathedral Visitor,Facebook, #Awe #ArchitecturalGrandeur            ,18,35,CZECH REPUBLIC,2018,8,18,14
Captivated by the ethereal beauty of a field filled with fireflies.,Enchantment,2022-08-10 22:00:00,Night Sky Observer,Instagram, #Enchantment #FireflyField              ,25,50,BRAZIL,2022,8,10,22
Immersed in the enchanting melodies of a street musician's violin.,Melodic,2019-04-05 17:30:00,Music Lover,Twitter, #Melodic #StreetMusic                   ,18,35,FRANCE,2019,4,5,17
Joyful laughter resonates through a lively summer carnival.,Festivejoy,2020-12-15 15:45:00,Carnival Goer,Facebook, #FestiveJoy #SummerCarnival             ,22,45,JAPAN,2020,12,15,15
Exploring the universe within during a mindful meditation session.,Innerjourney,2017-10-20 08:15:00,Mindful Explorer,Instagram, #InnerJourney #MeditationBliss          ,35,70,CANADA,2017,10,20,8
Soaring like a free spirit on the winds of a coastal cliff.,Freedom,2021-02-28 13:00:00,Coastal Explorer,Twitter, #Freedom #CoastalAdventure              ,30,60,AUSTRALIA,2021,2,28,13
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Dazzle,2018-06-12 20:30:00,Masquerade Attendee,Facebook, #Dazzle #MasqueradeElegance            ,28,55,UK,2018,6,12,20
Whimsical delight in a world of whimsical fairy tales.,Whimsy,2016-03-08 14:20:00,Fairy Tale Adventurer,Instagram, #Whimsy #FairyTaleMagic                 ,20,40,USA,2016,3,8,14
Reflective contemplation amid the ruins of a forgotten era.,Reflection,2023-04-18 17:10:00,Ruins Explorer,Twitter, #Reflection #ForgottenEra               ,18,35,GREECE,2023,4,18,17
Riding the adrenaline rush on a rollercoaster's wild twists.,Adrenaline,2020-07-25 12:45:00,Thrill Seeker,Facebook, #Adrenaline #RollercoasterThrills      ,22,45,GERMANY,2020,7,25,12
Harmony resonates as musicians play a symphony of unity.,Harmony,2019-11-30 19:30:00,Music Harmonist,Instagram, #Harmony #MusicalUnity                   ,35,70,SWEDEN,2019,11,30,19
A burst of artistic creativity in the quietude of an artist's studio.,Artisticburst,2015-09-01 16:00:00,Studio Artist,Twitter, #ArtisticBurst #StudioCreativity       ,15,30,ITALY,2015,9,1,16
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Radiance,2022-05-05 10:15:00,Spring Enthusiast,Facebook, #Radiance #SpringBlooms                 ,25,50,NETHERLANDS,2022,5,5,10
Awe-inspired by the vastness of the cosmos on a stargazing night.,Wonder,2018-07-08 23:00:00,Cosmos Explorer,Instagram, #Wonder #StargazingAdventure            ,40,80,SOUTH AFRICA,2018,7,8,23
"Embarking on a culinary odyssey, savoring flavors around the world.",Culinaryodyssey,2019-03-02 20:20:00,Culinary Explorer,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35,70,BELGIUM,2019,3,2,20
Euphoria floods in as the final puzzle piece fits perfectly.,Euphoria,2022-06-08 15:30:00,Puzzle Solver,Instagram, #Euphoria #PerfectPuzzle               ,20,40,DENMARK,2022,6,8,15
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Awe,2018-08-18 14:45:00,Cathedral Visitor,Facebook, #Awe #ArchitecturalGrandeur            ,18,35,CZECH REPUBLIC,2018,8,18,14
Curiosity awakened by the mysteries of an ancient archaeological site.,Curiosity,2015-11-08 10:00:00,Archaeology Enthusiast,Instagram, #Curiosity #AncientMysteries          ,18,35,AUSTRALIA,2015,11,8,10
Giddy with excitement as the first snowflakes dance from the sky.,Excitement,2020-12-02 17:30:00,Snowfall Enthusiast,Twitter, #Excitement #SnowfallMagic             ,22,45,CANADA,2020,12,2,17
Contentment envelops as the aroma of freshly baked bread fills the air.,Contentment,2017-06-10 12:15:00,Bread Lover,Instagram, #Contentment #FreshBreadAroma          ,28,55,FRANCE,2017,6,10,12
Inspired by the resilience of a lone tree standing tall in a storm.,Resilience,2021-04-15 14:20:00,Nature Resilient,Facebook, #Resilience #StandingTall              ,35,70,USA,2021,4,15,14
"Lost in the pages of a captivating novel, transported to another world.",Immersion,2019-09-28 19:45:00,Bookworm,Twitter, #Immersion #CaptivatingNovel           ,20,40,UK,2019,9,28,19
Drenched in nostalgia while flipping through an old family photo album.,Nostalgia,2016-12-05 21:00:00,Family Historian,Instagram, #Nostalgia #FamilyPhotoAlbum           ,25,50,INDIA,2016,12,5,21
Spark of inspiration ignites like a shooting star in the night sky.,Spark,2018-02-10 23:30:00,Night Sky Watcher,Facebook, #Spark #InspirationIgnited             ,30,60,AUSTRALIA,2018,2,10,23
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Gratitude,2023-02-15 08:30:00,Tea Enthusiast,Twitter, #Gratitude #WarmTea                    ,18,35,JAPAN,2023,2,15,8
Marveling at the kaleidoscope of colors in a vibrant street market.,Marvel,2015-08-22 15:00:00,Market Explorer,Instagram, #Marvel #ColorfulStreetMarket          ,22,45,BRAZIL,2015,8,22,15
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Serenity,2020-11-20 18:45:00,Lakeside Retreater,Facebook, #Serenity #TranquilSunset              ,28,55,GERMANY,2020,11,20,18
Drowning in sorrow as memories of lost love resurface.,Heartbreak,2019-08-05 21:00:00,Lost In Love,Instagram, #Heartbreak #LostLove                    ,15,30,USA,2019,8,5,21
Numbness sets in as the weight of loneliness grows heavier.,Loneliness,2021-02-12 16:45:00,Solitude Seeker,Twitter, #Loneliness #HeavyHeart                  ,18,35,CANADA,2021,2,12,16
"Tears fall like raindrops, mourning the end of a cherished friendship.",Grief,2020-11-28 14:20:00,Friendships End,Facebook, #Grief #LostFriendship                  ,22,45,UK,2020,11,28,14
"Despair clouds the mind, feeling adrift in an endless sea of darkness.",Despair,2016-05-15 22:30:00,Lost In Darkness,Instagram, #Despair #EndlessDarkness               ,28,55,AUSTRALIA,2016,5,15,22
"Shattered by betrayal, trust crumbles like fragile glass.",Betrayal,2018-09-10 13:15:00,Broken Trust,Twitter, #Betrayal #ShatteredTrust               ,22,45,GERMANY,2018,9,10,13
"Aching heart, the symphony of pain plays in the silence of solitude.",Suffering,2022-03-20 19:30:00,Silent Sufferer,Facebook, #Suffering #HeartacheSymphony          ,25,50,BRAZIL,2022,3,20,19
"Emotional storm, a whirlwind of sadness engulfs every thought.",Emotionalstorm,2017-07-18 17:45:00,Stormy Feelings,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30,60,INDIA,2017,7,18,17
"Haunted by regrets, the ghost of the past lingers relentlessly.",Regret,2018-12-15 10:00:00,Lingering Ghost,Twitter, #Regret #HauntedPast                    ,18,35,FRANCE,2018,12,15,10
"Torn apart by grief, the echoes of loss reverberate through the soul.",Grief,2015-06-28 21:15:00,Echoes Of Loss,Facebook, #Grief #TornApart                       ,28,55,ITALY,2015,6,28,21
"Isolation deepens, an emotional winter where warmth is but a distant memory.",Isolation,2020-04-02 14:20:00,Winter Of Emotions,Instagram, #Isolation #EmotionalWinter            ,35,70,JAPAN,2020,4,2,14
"Soul-crushing disappointment, hopes shattered like fragile glass.",Disappointment,2019-10-08 18:30:00,Shattered Hopes,Twitter, #Disappointment #CrushedHopes          ,20,40,SPAIN,2019,10,8,18
"Painful echoes of a love once cherished, now lost in the abyss of time.",Lostlove,2016-11-22 09:45:00,Abyss Of Time,Facebook, #LostLove #PainfulEchoes               ,22,45,NETHERLANDS,2016,11,22,9
"Heartache deepens, a solitary journey through the abyss of despair.",Despair,2022-08-18 22:00:00,Solitary Descent,Instagram, #Despair #AbyssOfHeartache             ,40,80,SOUTH AFRICA,2022,8,18,22
"Melancholy lingers, a bittersweet serenade in the quietude of solitude.",Melancholy,2017-03-12 23:30:00,Serenade Of Solitude,Twitter, #Melancholy #QuietSerenade             ,18,35,UK,2017,3,12,23
"Bitterness like a poison, seeping into every crevice of the wounded heart.",Bitterness,2015-12-15 16:15:00,Poisoned Heart,Facebook, #Bitterness #WoundedHeart              ,25,50,AUSTRALIA,2015,12,15,16
"Emotional exhaustion, the weight of the world crushing weary shoulders.",Exhaustion,2021-09-05 13:30:00,Weary Soul Crushed,Instagram, #Exhaustion #CrushedSpirit             ,35,70,CANADA,2021,9,5,13
"Sorrowful echoes, a symphony of pain played by the strings of loss.",Sorrow,2018-05-22 20:45:00,Strings Of Sorrow,Twitter, #Sorrow #SymphonyOfLoss                ,18,35,GERMANY,2018,5,22,20
"Darkness descends, engulfing the soul in the shadows of despair.",Darkness,2016-07-10 18:20:00,Soul In Shadow,Facebook, #Darkness #SoulEngulfed                 ,28,55,USA,2016,7,10,18
"Desperation whispers, the silent plea for a glimmer of hope in the abyss.",Desperation,2019-04-30 14:00:00,Whispered Despair,Instagram, #Desperation #GlimmerOfHope            ,22,45,FRANCE,2019,4,30,14
"Heart in ruins, the remnants of shattered dreams scattered in the wind.",Ruins,2022-01-08 11:30:00,Dreams In Wind,Twitter, #Ruins #ShatteredDreams                ,20,40,BRAZIL,2022,1,8,11
"Shattered by the echoes of a shattered dream, fragments of hope scattered.",Desolation,2017-09-10 19:15:00,Dream Echoes,Twitter, #Desolation #ScatteredHope ,20,40,AUSTRALIA,2017,9,10,19
"Avoiding the thorns of regret, walking barefoot on the path of remorse.",Regret,2022-04-18 11:30:00,Remorse Walker,Instagram, #Regret #PathOfRemorse ,25,50,CANADA,2022,4,18,11
"In the labyrinth of grief, the walls echo with the footsteps of lost joy.",Grief,2018-12-05 21:45:00,Joy Labyrinth,Facebook, #Grief #LostJoyFootsteps ,18,35,USA,2018,12,5,21
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly.",Loneliness,2016-06-28 14:20:00,Solitude Seas,Twitter, #Loneliness #CrashingWaves ,22,45,UK,2016,6,28,14
"The bitterness of betrayal, a taste that lingers, staining the palate of trust.",Bitterness,2019-10-22 17:00:00,Palate Stainer,Instagram, #Bitterness #StainedTrust ,15,30,GERMANY,2019,10,22,17
"In the ruins of hope, echoes of shattered dreams whisper tales of loss.",Desolation,2021-03-15 22:45:00,Hope Ruins,Facebook, #Desolation #WhisperedLoss ,28,55,BRAZIL,2021,3,15,22
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair.",Heartbreak,2017-08-10 19:30:00,Ocean Sinker,Twitter, #Heartbreak #RippleOfDespair ,22,45,FRANCE,2017,8,10,19
"Tears, the ink staining the pages of a journal, a testament to silent grief.",Grief,2023-01-28 14:30:00,Ink Journalist,Instagram, #Grief #SilentTears ,30,60,INDIA,2023,1,28,14
"In the wasteland of lost trust, the echoes of broken promises reverberate.",Betrayal,2016-12-12 10:00:00,Trust Wasteland,Facebook, #Betrayal #ReverberatingPromises ,25,50,ITALY,2016,12,12,10
"Avoiding the shards of shattered dreams, walking the tightrope of resilience.",Resilience,2020-07-18 15:15:00,Dream Tightrope,Twitter, #Resilience #TightropeWalk ,35,70,JAPAN,2020,7,18,15
"Suffocating in the silence of solitude, where echoes of laughter once thrived.",Isolation,2022-05-20 20:30:00,Echoed Laughter,Instagram, #Isolation #SilentSolitude ,30,60,SOUTH AFRICA,2022,5,20,20
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away.",Regret,2019-11-08 14:45:00,Possibility Ghost,Twitter, #Regret #FadingPossibilities ,18,35,SPAIN,2019,11,8,14
"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly.",Despair,2017-03-28 22:00:00,Endless Labyrinth,Facebook, #Despair #EndlessReverberation ,28,55,AUSTRALIA,2017,3,28,22
"Sinking like autumn leaves in the river of sorrow, carried away by the current.",Sorrow,2020-09-15 18:15:00,River Of Sorrow,Instagram, #Sorrow #AutumnLeaves ,22,45,CANADA,2020,9,15,18
"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes.",Desolation,2018-06-10 13:30:00,Dream Gardener,Twitter, #Desolation #ShatteredHopes ,20,40,UK,2018,6,10,13
"Tears, the currency of grief, spent in the marketplace of lost love and longing.",Grief,2016-12-22 21:45:00,Currency Of Tears,Facebook, #Grief #LostLoveLonging ,25,50,USA,2016,12,22,21
"Wandering in the maze of betrayal, the walls closing in with every wrong turn.",Betrayal,2021-01-05 16:20:00,Maze Wanderer,Instagram, #Betrayal #ClosingWalls ,15,30,GERMANY,2021,1,5,16
"A soul weathered by the storm of heartbreak, seeking refuge in the calm after.",Heartbreak,2019-04-18 11:00:00,Storm Seeker,Twitter, #Heartbreak #CalmAfterStorm ,22,45,BRAZIL,2019,4,18,11
"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow.",Despair,2017-08-28 19:30:00,Tapestry Sorrow,Facebook, #Despair #UnraveledHope ,18,35,INDIA,2017,8,28,19
"Like a withered rose in the garden of love, petals fall, a silent surrender to time.",Loss,2023-02-10 14:30:00,Withered Rose,Instagram, #Loss #SilentSurrender ,28,55,FRANCE,2023,2,10,14
"In the void of heartache, echoes of a love song play, each note a pang of longing.",Heartache,2022-07-10 22:15:00,Love Song Echo,Instagram, #Heartache #LoveSongLonging ,30,60,JAPAN,2022,7,10,22
"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories.",Nostalgia,2019-05-15 21:30:00,Moonlit Memories,Twitter, #Nostalgia #CherishedMemories ,18,35,ITALY,2019,5,15,21
"In the symphony of grief, each tear is a note, composing a melancholic melody.",Grief,2018-11-28 14:00:00,Symphony Of Tears,Facebook, #Grief #MelancholicMelody ,22,45,GERMANY,2018,11,28,14
"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots.",Betrayal,2021-03-02 17:45:00,Venomous Garden,Instagram, #Betrayal #PoisonedTrust ,25,50,CANADA,2021,3,2,17
"Sinking in the quicksand of despair, the harder you fight, the deeper you descend.",Despair,2016-10-18 19:30:00,Quicksand Fighter,Twitter, #Despair #DeepDescent ,20,40,USA,2016,10,18,19
"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows.",Desolation,2020-08-15 12:30:00,Dream Cemetery,Facebook, #Desolation #UntoldSorrows ,28,55,FRANCE,2020,8,15,12
"Swept away by the river of regret, the currents of the past refusing to release.",Regret,2017-04-28 16:20:00,Regret River,Instagram, #Regret #PastCurrents ,18,35,UK,2017,4,28,16
"Whispers of lost love linger in the attic of the heart, forgotten but not erased.",Loss,2019-09-10 21:00:00,Heart Attic,Twitter, #Loss #ForgottenLove ,22,45,AUSTRALIA,2019,9,10,21
"In the gallery of broken promises, each shattered vow framed, a painful exhibition.",Betrayal,2022-01-28 13:45:00,Promise Gallery,Facebook, #Betrayal #ShatteredVows ,15,30,BRAZIL,2022,1,28,13
"The echoes of solitude, a silent conversation between a soul and its shadows.",Solitude,2016-06-15 22:30:00,Echoed Conversation,Instagram, #Solitude #ShadowConversation ,30,60,SPAIN,2016,6,15,22
"Dancing on sunshine, each step a celebration of the joy found in simple moments.",Joy,2021-08-20 15:45:00,Sunshine Dancer,Instagram, #Joy #SimpleMoments ,40,80,USA,2021,8,20,15
"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher.",Happiness,2018-04-12 18:30:00,Echoed Laughter,Twitter, #Happiness #SpiritLifter ,35,70,CANADA,2018,4,12,18
"In the garden of contentment, each bloom whispers tales of inner peace and joy.",Contentment,2022-02-15 12:20:00,Garden Of Joy,Facebook, #Contentment #InnerPeace ,25,50,UK,2022,2,15,12
